Brand,Model,Edition,Year of Manufacture,Transmission,Fuel Type,Body Type,Engine Capacity (cc),Mileage (km),Price (Rs.),Negotiable,Rs. Per km
Suzuki,Alto,1991,1991,Manual,Petrol,,800 cc,"250,000 km","Rs 1,350,000",No,
Mitsubishi,L200,,1994,Manual,Diesel,SUV / 4x4,"2,500 cc","301,920 km","Rs 2,650,000",Yes,
Honda,Civic,,2018,Automatic,Petrol,Hatchback,"1,000 cc","73,700 km","Rs 13,500,000",Yes,
Toyota,Aqua,S  Grade Hybrid,2012,Automatic,Hybrid,Hatchback,"1,490 cc","119,782 km","Rs 7,650,000",Yes,
Toyota,Land Cruiser Prado,Toyota Prado 2017,2017,Tiptronic,Petrol,SUV / 4x4,"2,700 cc","51,500 km","Rs 45,800,000",Yes,
Toyota,Carina,2000,2000,Automatic,Petrol,Saloon,"1,480 cc","295,000 km","Rs 5,675,000",Yes,
Honda,Vezel,Honda Vezel Z Grade,2014,Automatic,Hybrid,SUV / 4x4,"1,500 cc","108,330 km","Rs 10,000,000",No,
Kia,Cerato,2005,2005,Manual,Petrol,Saloon,"1,600 cc","120,000 km","Rs 2,650,000",Yes,
DFSK,Other Model,I Auto,2021,Tiptronic,Petrol,SUV / 4x4,"1,500 cc","24,000 km","Rs 11,750,000",No,
Toyota,Hilux,2023,2023,Automatic,Diesel,SUV / 4x4,"2,500 cc","30,000 km","Rs 24,850,000",Yes,
Honda,CRV,Australian version,2018,Tiptronic,Petrol,SUV / 4x4,"1,499 cc","118,000 km","Rs 19,500,000",Yes,
Toyota,Land Cruiser Prado,TZG,2023,Tiptronic,Diesel,SUV / 4x4,"3,000 cc","31,000 km","Rs 73,500,000",Yes,
Audi,A3,Sedan,2023,Tiptronic,Petrol,Saloon,"1,000 cc","12,000 km","Rs 27,000,000",Yes,
Daihatsu,Esse,,2007,Automatic,Petrol,Hatchback,650 cc,"124,000 km","Rs 3,600,000",Yes,
Mitsubishi,Xpander,,2018,Automatic,Petrol,,"1,500 cc","75,000 km","Rs 15,700,000",No,
Toyota,Land Cruiser Prado,TX,2001,Automatic,Petrol,,"2,700 cc","140,000 km","Rs 11,200,000",No,
Nissan,Other Model,B 11,1985,Manual,Petrol,Saloon,"1,300 cc","250,000 km","Rs 690,000",Yes,
Toyota,Allion,240,2003,Automatic,Petrol,Saloon,"1,500 cc","144,457 km","Rs 7,550,000",No,
Toyota,Land Cruiser Sahara,Fully loaded,2024,Automatic,Petrol,SUV / 4x4,"3,500 cc",10 km,"Rs 102,500,000",Yes,
Mazda,2,DEMIO DY5W SPORTS,2004,Automatic,Petrol,Hatchback,"1,498 cc","165,000 km","Rs 4,275,000",No,
BMW,i5,MSport / BrandNew,2024,Tiptronic,Electric,Saloon,1 cc,0 km,"Rs 66,000,000",Yes,
Toyota,CHR,GT Bruno,2019,Automatic,Petrol,Coupé/Sports,"1,200 cc","56,000 km","Rs 17,200,000",Yes,
Land Rover,Defender,Land,2015,Manual,Diesel,SUV / 4x4,"2,200 cc","27,000 km","Rs 47,000,000",Yes,
Honda,Vezel,RS Sensing,2019,Automatic,Hybrid,SUV / 4x4,"1,500 cc","52,000 km","Rs 15,450,000",Yes,
Toyota,CHR,GT Bruno,2019,Automatic,Petrol,Coupé/Sports,"1,200 cc","56,000 km","Rs 17,200,000",Yes,
Kia,Spectra,,2001,Automatic,Petrol,Saloon,"1,594 cc","177,500 km","Rs 2,350,000",No,
Toyota,Corona,KT-147,1985,Manual,Petrol,Station wagon,"1,500 cc","280,000 km","Rs 650,000",No,
Mitsubishi,Lancer,Mitsubishi Evolution,2003,Manual,Petrol,Saloon,"2,000 cc","150,000 km","Rs 12,750,000",Yes,
Kia,Sorento,,2013,Automatic,Diesel,SUV / 4x4,"2,200 cc","161,000 km","Rs 17,500,000",No,
Mercedes Benz,EQB,Electric Art Line,2024,Automatic,Electric,SUV / 4x4,1 cc,30 km,"Rs 41,900,000",No,
Toyota,Axio,WBX,2017,Automatic,Hybrid,Saloon,"1,500 cc","141,000 km","Rs 12,800,000",Yes,
Toyota,Premio,Toyota Premio G,2017,Automatic,Petrol,Saloon,"1,500 cc","130,000 km","Rs 16,200,000",Yes,
Mitsubishi,Lancer,1200,1977,Manual,Petrol,Saloon,"1,200 cc","80,000 km","Rs 270,000",Yes,
Nissan,Sunny,Sunny,1989,Manual,Petrol,Saloon,"1,300 cc","224,003 km","Rs 1,725,000",Yes,
Toyota,Land Cruiser Prado,Prado 150,2023,Automatic,Petrol,SUV / 4x4,"2,700 cc","28,000 km","Rs 46,500,000",Yes,
Toyota,Land Cruiser Prado,150,2023,Automatic,Petrol,SUV / 4x4,"2,700 cc","11,000 km","Rs 45,850,000",Yes,
Mercedes Benz,C180,AMG,2017,Automatic,Petrol,Saloon,"1,600 cc","42,000 km","Rs 26,500,000",Yes,
Mercedes Benz,CLA 180,AMG Premium Plus,2019,Automatic,Petrol,Coupé/Sports,"1,332 cc","40,000 km","Rs 25,990,000",Yes,
Hyundai,Sonata,2002,2002,Automatic,Petrol,,"1,000 cc","157,535 km","Rs 3,000,000",No,
Mazda,Astina,323,1992,Manual,Petrol,Hatchback,"1,500 cc","160,000 km","Rs 1,950,000",Yes,
Nissan,March,K10,1983,Manual,Petrol,Hatchback,800 cc,"180,000 km","Rs 775,000",Yes,
BYD,ATTO 3,Extended Package,2024,Automatic,Electric,Station wagon,150 cc,0 km,"Rs 19,990,000",Yes,
Tata,Indica,2007,2007,Manual,Diesel,Hatchback,"1,405 cc","300,000 km","Rs 2,100,000",Yes,
Nissan,Sylphy,BLUEBIRD FG10 KD-,2002,Automatic,Petrol,Saloon,"1,490 cc","165,000 km","Rs 4,450,000",No,
Suzuki,Wagon R FX,,2017,Automatic,Hybrid,Hatchback,650 cc,"128,176 km","Rs 6,200,000",No,
Land Rover,Range Rover,Sport Diesel,2018,Automatic,Diesel,SUV / 4x4,"2,000 cc","60,000 km","Rs 64,000,000",Yes,
Perodua,Axia,G Grade,2017,Automatic,Petrol,Hatchback,"1,000 cc","148,000 km","Rs 5,800,000",Yes,
Honda,City,RS TURBO Brand New,2025,Automatic,Petrol,Saloon,"1,000 cc",0 km,"Rs 14,900,000",Yes,
Suzuki,Wagon R FZ,,2017,Automatic,Hybrid,Hatchback,650 cc,"71,645 km","Rs 6,590,000",No,
Honda,Vezel,Z premium play,2024,Tiptronic,Hybrid,Saloon,"1,500 cc","1,200 km","Rs 22,900,000",Yes,
Ssang Yong,Korando,2012,2012,Automatic,Diesel,SUV / 4x4,"2,000 cc","149,999 km","Rs 6,200,000",No,
Suzuki,Wagon R FZ,,2017,Automatic,Hybrid,Hatchback,650 cc,"71,645 km","Rs 6,590,000",No,
Mitsubishi,Lancer,1984,1984,Manual,Petrol,Saloon,"1,400 cc","344,400 km","Rs 1,175,000",Yes,
Toyota,Land Cruiser Sahara,,2010,Automatic,Diesel,SUV / 4x4,"4,400 cc","149,977 km","Rs 55,000,000",Yes,
Suzuki,Alto,800,2011,Manual,Petrol,Hatchback,800 cc,"113,661 km","Rs 2,950,000",Yes,
Land Rover,Range Rover Sport,P400e HSE,2019,Automatic,Petrol,SUV / 4x4,"2,000 cc","73,500 km","Rs 75,000,000",Yes,
Nissan,X-Trail,,2016,Automatic,Petrol,SUV / 4x4,"1,990 cc","81,000 km","Rs 12,200,000",Yes,
Hyundai,Excel,1.5 LS,1991,Manual,Petrol,Saloon,"1,500 cc","285,600 km","Rs 1,085,000",Yes,
Mahindra,KUV 100,NXT,2025,Automatic,Diesel,SUV / 4x4,"1,198 cc",0 km,"Rs 6,495,000",No,
Mahindra,KUV 100,NXT,2025,Automatic,Diesel,SUV / 4x4,"1,198 cc",0 km,"Rs 6,495,000",No,
Mercedes Benz,Other Model,B Class Electric,2015,Automatic,Electric,Station wagon,"1,500 cc","114,000 km","Rs 8,500,000",No,
Mahindra,KUV 100,NXT,2025,Automatic,Diesel,SUV / 4x4,"1,198 cc",0 km,"Rs 6,495,000",No,
Mahindra,KUV 100,NXT,2025,Automatic,Diesel,SUV / 4x4,"1,198 cc",0 km,"Rs 6,495,000",No,
Mahindra,KUV 100,NXT,2025,Automatic,Diesel,SUV / 4x4,"1,198 cc",0 km,"Rs 6,495,000",No,
Mercedes Benz,E220,Diesel Facelifted,2013,Automatic,Diesel,Saloon,"2,143 cc","100,000 km","Rs 22,150,000",Yes,
Toyota,Aqua,Toyota,2013,Automatic,Hybrid,Hatchback,"1,500 cc","99,000 km","Rs 8,000,000",Yes,
Mitsubishi,Montero,V78,2002,Automatic,Diesel,SUV / 4x4,"3,200 cc","110,000 km","Rs 15,900,000",Yes,
Honda,Vezel,Z Play Package,2024,Automatic,Hybrid,SUV / 4x4,"1,500 cc",31 km,"Rs 22,750,000",Yes,
Toyota,Land Cruiser Prado,Prado 250,2024,Automatic,Petrol,SUV / 4x4,"2,700 cc",0 km,"Rs 65,000,000",No,
Toyota,Premio,G Superior,2016,Automatic,Petrol,Saloon,"1,500 cc","145,000 km","Rs 15,500,000",Yes,
Toyota,Roomy,Custom G,2023,Automatic,Petrol,Hatchback,"1,000 cc","48,000 km","Rs 10,750,000",Yes,
Nissan,Wingroad,,1997,Automatic,Diesel,Station wagon,"1,970 cc","170,000 km","Rs 2,250,000",Yes,
Peugeot,3008,GT Line E-2008,2024,Automatic,Electric,SUV / 4x4,50 cc,20 km,"Rs 25,500,000",Yes,
Renault,KWID,,2017,Automatic,Petrol,Hatchback,"1,000 cc","75,000 km","Rs 4,500,000",No,
Audi,Q2,AUDI Q2  2018,2018,Tiptronic,Petrol,SUV / 4x4,"1,000 cc","48,000 km","Rs 16,300,000",Yes,
Mahindra,KUV 100,NXT,2022,Automatic,Diesel,SUV / 4x4,"1,200 cc","70,000 km","Rs 6,850,000",Yes,
Toyota,Corolla,Sports Limited,2019,Automatic,Petrol,Hatchback,"1,200 cc","39,000 km","Rs 16,650,000",Yes,
Toyota,Premio,G Superior,2017,Automatic,Petrol,Saloon,"1,500 cc","112,000 km","Rs 16,300,000",Yes,
Mahindra,KUV 100,NXT,2022,Automatic,Diesel,SUV / 4x4,"1,200 cc","70,000 km","Rs 6,850,000",Yes,
Nissan,March,,2002,Automatic,Petrol,Hatchback,"1,240 cc","78,000 km","Rs 3,900,000",Yes,
Toyota,Land Cruiser Sahara,LC300 ZX,2023,Tiptronic,Petrol,SUV / 4x4,"3,500 cc",0 km,"Rs 98,500,000",Yes,
Nissan,Sunny,2020,2020,Automatic,Diesel,Saloon,"1,200 cc","86,000 km","Rs 320,000",No,
Nissan,X-Trail,T31 Diesal Highest,2013,Automatic,Diesel,SUV / 4x4,"2,000 cc","198,000 km","Rs 12,950,000",Yes,
Toyota,Corolla,EE90,1992,Manual,Petrol,Saloon,"1,300 cc","175,000 km","Rs 1,650,000",Yes,
Toyota,Corolla,Elephant Back,1997,Manual,Diesel,Station wagon,"2,000 cc","330,000 km","Rs 2,600,000",No,
Tata,Indica,Glx Xeta,2014,Manual,Petrol,Hatchback,"1,200 cc","127,000 km","Rs 2,550,000",Yes,
Toyota,Carina,Toyota,1992,Automatic,Petrol,Saloon,"1,500 cc","100,000 km","Rs 850,000",No,
Honda,Vezel,Z Grade Orange Pack,2015,Automatic,Hybrid,Hatchback,"1,500 cc","110,000 km","Rs 11,200,000",No,
Land Rover,Discovery,5 S,2017,Tiptronic,Diesel,SUV / 4x4,"2,000 cc","68,000 km","Rs 43,750,000",No,
Nissan,March,AK12 Special Edition,2008,Automatic,Petrol,Hatchback,"1,240 cc","128,800 km","Rs 4,650,000",Yes,
Suzuki,Alto,Safety,2023,Automatic,Petrol,Hatchback,660 cc,"5,000 km","Rs 6,975,000",Yes,
Toyota,Land Cruiser Prado,2025,2025,Automatic,Petrol,SUV / 4x4,"2,700 cc",300 km,"Rs 68,000,000",Yes,
Mercedes Benz,C180,AMG Line REG 2018,2017,Tiptronic,Petrol,Saloon,"1,600 cc","45,000 km","Rs 23,750,000",Yes,
BMW,530e,MSport,2017,Automatic,Hybrid,Saloon,"2,000 cc","54,000 km","Rs 35,500,000",No,
Land Rover,Range Rover Velar,SE,2018,Automatic,Petrol,SUV / 4x4,"2,000 cc","75,000 km","Rs 47,500,000",No,
Audi,Q5,Sline Highest Spec,2017,Automatic,Petrol,SUV / 4x4,"2,000 cc","85,000 km","Rs 29,500,000",No,
Land Rover,Range Rover,Vogue Autobiography,2019,Automatic,Petrol,SUV / 4x4,"2,000 cc","37,717 km","Rs 92,500,000",Yes,
Land Rover,Discovery,4 S,2016,Automatic,Diesel,SUV / 4x4,"3,000 cc","63,000 km","Rs 47,500,000",Yes,
Land Rover,Range Rover,LWB Autobiography,2019,Automatic,Hybrid,SUV / 4x4,"2,000 cc","78,800 km","Rs 92,500,000",Yes,
Mitsubishi,Xpander,company,2019,Automatic,Petrol,Station wagon,"1,500 cc","85,000 km","Rs 15,500,000",Yes,
Kia,Sportage,2011,2011,Automatic,Petrol,SUV / 4x4,"2,000 cc","210,000 km","Rs 8,250,000",Yes,
Toyota,Corolla,Toyota,1992,Manual,Diesel,Saloon,"2,000 cc","200,000 km","Rs 2,600,000",No,
Toyota,Passo,Toyota Passo Moda,2023,Automatic,Petrol,Hatchback,"1,000 cc","3,900 km","Rs 9,100,000",Yes,
Toyota,Premio,,2007,Automatic,Petrol,Saloon,"1,500 cc","177,500 km","Rs 10,200,000",Yes,
Honda,Fit,2014,2014,Automatic,Hybrid,Hatchback,"1,500 cc","112,000 km","Rs 8,890,000",Yes,
Suzuki,XBee,HYBRID MZ Japan,2023,Tiptronic,Hybrid,SUV / 4x4,"1,000 cc","15,000 km","Rs 9,250,000",No,
Nissan,Juke,,2020,Automatic,Petrol,SUV / 4x4,"1,000 cc","21,874 km","Rs 13,800,000",Yes,
BMW,520d,Three Option 2013,2013,Automatic,Diesel,Saloon,"2,000 cc","142,000 km","Rs 21,600,000",Yes,
Toyota,Sprinter,1490cc,1997,Manual,Petrol,Saloon,"1,490 cc","236,921 km","Rs 3,521,000",No,
Toyota,Axio,WXB,2017,Automatic,Hybrid,Saloon,"1,500 cc","112,500 km","Rs 13,850,000",Yes,
Mitsubishi,Lancer,,1989,Manual,Petrol,Station wagon,"1,300 cc","325,000 km","Rs 1,350,000",No,
Peugeot,5008,,2019,Automatic,Petrol,,"1,200 cc","25,000 km","Rs 24,000,000",Yes,
Honda,Vezel,,2025,Automatic,Hybrid,,"1,500 cc",0 km,"Rs 21,000,000",No,
Land Rover,Discovery,5 SE 3L Diesel,2017,Tiptronic,Diesel,SUV / 4x4,"3,000 cc","98,000 km","Rs 45,500,000",Yes,
Honda,Fit,2014,2014,Automatic,Petrol,Hatchback,"1,500 cc","130,000 km","Rs 8,800,000",Yes,
Mitsubishi,Lancer,1987,1987,Manual,Petrol,Saloon,"1,400 cc","196,628 km","Rs 675,000",Yes,
Mazda,Familia,1200,1989,Manual,Petrol,Station wagon,"1,200 cc","303,000 km","Rs 1,090,000",No,
Nissan,Sunny,B11,1985,Manual,Petrol,Saloon,"1,300 cc","336,000 km","Rs 1,000,000",Yes,
Mitsubishi,Lancer,Evolution X SST,2014,Automatic,Petrol,Saloon,"2,000 cc","52,000 km","Rs 19,590,000",Yes,
Daihatsu,Charade,Daihatsu,1981,Manual,Petrol,Hatchback,"1,000 cc","150,000 km","Rs 850,000",Yes,
Toyota,Premio,2018,2018,Automatic,Petrol,Saloon,"1,500 cc","100,000 km","Rs 17,500,000",Yes,
Honda,CRV,Masterpiece 2019,2019,Automatic,Petrol,SUV / 4x4,"1,500 cc","90,000 km","Rs 22,000,000",Yes,
Toyota,Corolla,Toyota Corolla Ea91,1991,Manual,Petrol,Saloon,"1,500 cc","177,095 km","Rs 1,800,000",Yes,
Honda,Vezel,Z Grade Orange,2014,Tiptronic,Petrol,SUV / 4x4,"1,490 cc","184,000 km","Rs 10,250,000",Yes,
Toyota,Other Model,Toyota,1994,Automatic,Petrol,,"1,490 cc","189,399 km","Rs 2,500,000",Yes,
Mercedes Benz,EQB,New Modal 250+,2024,Automatic,Electric,SUV / 4x4,140 cc,60 km,"Rs 44,600,000",Yes,
Mitsubishi,Lancer,Lancer Puri,1985,Manual,Petrol,Saloon,"1,300 cc","250,000 km","Rs 700,000",Yes,
Porsche,Taycan,Ranger 500 Km B-New,2024,Automatic,Electric,Saloon,150 cc,0 km,"Rs 87,500,000",Yes,
Mercedes Benz,EQB,250 AMG Premium BNew,2024,Automatic,Electric,SUV / 4x4,150 cc,20 km,"Rs 46,500,000",Yes,
Mercedes Benz,EQB,250 AMG Premium Plus,2025,Automatic,Electric,SUV / 4x4,150 cc,45 km,"Rs 46,500,000",Yes,
Land Rover,Defender,Land,2015,Manual,Diesel,SUV / 4x4,"2,200 cc","27,000 km","Rs 47,000,000",Yes,
Kia,Sorento,1-20 Option,2015,Automatic,Diesel,SUV / 4x4,"2,200 cc","195,000 km","Rs 21,900,000",Yes,
Mitsubishi,Lancer,1986,1986,Manual,Petrol,Station wagon,"1,400 cc","95,000 km","Rs 600,000",Yes,
Toyota,Passo,2010,2010,Automatic,Petrol,Hatchback,"1,000 cc","148,300 km","Rs 5,675,000",Yes,
Toyota,Land Cruiser Prado,LC 250 VX DIESEL,2025,Automatic,Diesel,SUV / 4x4,"2,800 cc","1,200 km","Rs 71,500,000",Yes,
Tata,Other Model,207,2012,Manual,Diesel,,1 cc,"109,200 km","Rs 1,850,000",Yes,
Toyota,Land Cruiser Prado,Toyota LC250 2025,2025,Automatic,Petrol,SUV / 4x4,"2,700 cc",0 km,"Rs 58,500,000",Yes,
Daewoo,Other Model,Daewoo Cielo,1998,Manual,Petrol,,"1,498 cc","226,800 km","Rs 580,000",Yes,
Hyundai,Accent,2006,2006,Manual,Petrol,Saloon,"1,400 cc","188,000 km","Rs 2,560,000",Yes,
Honda,Fit,,2015,Automatic,Petrol,,"1,500 cc","110,000 km","Rs 8,500,000",Yes,
Suzuki,Maruti,2003,2003,Manual,Petrol,SUV / 4x4,800 cc,"184,800 km","Rs 1,700,000",No,
Toyota,Land Cruiser Prado,150,2023,Automatic,Petrol,SUV / 4x4,"2,700 cc","5,500 km","Rs 52,000,000",Yes,
Toyota,Yaris,G Grade,2023,Automatic,Petrol,Hatchback,"1,000 cc","5,000 km","Rs 11,500,000",Yes,
Suzuki,Maruti,Suzuki,2008,Manual,Petrol,Hatchback,650 cc,"73,000 km","Rs 2,175,000",Yes,
Volkswagen,Tiguan,R Line 7 seater,2018,Tiptronic,Petrol,SUV / 4x4,"1,400 cc","72,000 km","Rs 27,500,000",Yes,
Toyota,Corolla,Toyota,1991,Manual,Diesel,Station wagon,"1,930 cc","220,000 km","Rs 1,830,000",Yes,
Toyota,Land Cruiser Prado,TX,2020,Automatic,Petrol,SUV / 4x4,"2,900 cc","41,500 km","Rs 46,500,000",Yes,
BMW,X1,X1 X drive,2011,Tiptronic,Diesel,SUV / 4x4,"2,000 cc","134,000 km","Rs 12,000,000",Yes,
BMW,i7,M Sport,2024,Tiptronic,Electric,Saloon,"4,000 cc","4,000 km","Rs 119,000,000",Yes,
Toyota,Land Cruiser Prado,150W,2015,Automatic,Petrol,,"2,690 cc","55,000 km","Rs 51,000,000",Yes,
Toyota,Land Cruiser Sahara,LC300 ZX,2023,Automatic,Petrol,SUV / 4x4,"3,500 cc",0 km,"Rs 99,000,000",Yes,
Perodua,Axia,Axia G,2015,Automatic,Petrol,Hatchback,"1,000 cc","138,000 km","Rs 5,700,000",No,
BMW,520d,BMW,2013,Automatic,Diesel,Saloon,"2,000 cc","123,500 km","Rs 20,995,000",Yes,
Suzuki,Wagon R,1000,2004,Manual,Petrol,Hatchback,"1,000 cc","92,200 km","Rs 3,095,000",No,
Toyota,Harrier,Z LEATHER PACAGE,2023,Automatic,Petrol,SUV / 4x4,"2,000 cc","6,000 km","Rs 42,500,000",Yes,
Suzuki,Maruti,800,2011,Manual,Petrol,Hatchback,800 cc,"103,000 km","Rs 2,195,000",No,
Suzuki,Wagon R,custom ZX,2023,Automatic,Hybrid,Hatchback,660 cc,"10,500 km","Rs 9,275,000",Yes,
Toyota,Vitz,Toyota,2015,Automatic,Petrol,,990 cc,"116,900 km","Rs 7,600,000",Yes,
BMW,X5,M Sport,2018,Automatic,Hybrid,SUV / 4x4,"2,000 cc","54,000 km","Rs 42,100,000",Yes,
Suzuki,Maruti,800,2010,Manual,Petrol,Hatchback,800 cc,"43,000 km","Rs 2,175,000",No,
Toyota,Prius,,2013,Automatic,Petrol,Saloon,"1,790 cc","143,370 km","Rs 9,850,000",Yes,
Suzuki,Wagon R,2023,2023,Automatic,Petrol,Hatchback,650 cc,"4,652 km","Rs 7,700,000",Yes,
Toyota,Hilux,double cab,2020,Automatic,Diesel,Hatchback,"2,800 cc","185,000 km","Rs 18,500,000",Yes,
Suzuki,Maruti,800 CC,2007,Manual,Petrol,Hatchback,800 cc,"77,000 km","Rs 1,950,000",Yes,
Toyota,Allion,Auto,2004,Automatic,Petrol,Saloon,"1,490 cc","229,000 km","Rs 7,090,000",Yes,
Toyota,Corolla,Toyota,1972,Manual,Petrol,Hatchback,"1,200 cc","200,000 km","Rs 675,000",Yes,
Hyundai,Santa Fe,Calligraphy,2025,Tiptronic,Hybrid,SUV / 4x4,"1,600 cc",0 km,"Rs 35,500,000",No,
Audi,Q7,Q7  3.0 L Quattro,2015,Automatic,Petrol,SUV / 4x4,"3,000 cc","157,000 km","Rs 40,000,000",Yes,
Toyota,Land Cruiser Prado,Diesel,2015,Automatic,Diesel,SUV / 4x4,"3,000 cc","74,000 km","Rs 47,500,000",Yes,
Toyota,Premio,G Superior,2017,Automatic,Petrol,Saloon,"1,500 cc","74,000 km","Rs 16,800,000",Yes,
Hyundai,Grand i10,,2025,Tiptronic,Petrol,Hatchback,"1,200 cc",0 km,"Rs 9,440,000",No,
Hyundai,Grand i10,,2025,Tiptronic,Petrol,Hatchback,"1,200 cc",0 km,"Rs 9,440,000",No,
Tata,Xenon,Tata,2011,Manual,Diesel,,"3,000 cc","88,000 km","Rs 1,950,000",Yes,
Hyundai,Grand i10,,2025,Tiptronic,Petrol,Hatchback,"1,200 cc",0 km,"Rs 9,440,000",No,
Toyota,Land Cruiser Sahara,Sahara - URJ 202,2010,Automatic,Petrol,SUV / 4x4,"4,600 cc","170,000 km","Rs 59,000,000",Yes,
Suzuki,Wagon R,FX-s,2023,Automatic,Hybrid,Hatchback,650 cc,5 km,"Rs 8,950,000",No,
Toyota,Yaris,Cross,2023,Automatic,Hybrid,SUV / 4x4,"1,500 cc","18,000 km","Rs 16,700,000",No,
BMW,X1,sDrive20i M Sport,2024,Automatic,Hybrid,SUV / 4x4,"1,500 cc","2,715 km","Rs 37,900,000",No,
Toyota,Harrier,2017,2017,Automatic,Petrol,SUV / 4x4,"2,000 cc","129,000 km","Rs 28,000,000",Yes,
Hyundai,Santa Fe,Calligraphy,2025,Tiptronic,Hybrid,SUV / 4x4,"1,600 cc",0 km,"Rs 35,500,000",No,
Hyundai,Santa Fe,Calligraphy,2025,Tiptronic,Hybrid,SUV / 4x4,"1,600 cc",0 km,"Rs 35,500,000",No,
Toyota,Yaris,X Limited,2023,Tiptronic,Petrol,Hatchback,"1,000 cc","27,000 km","Rs 10,450,000",Yes,
Toyota,Yaris,ATIV,2025,Automatic,Petrol,Saloon,"1,200 cc",0 km,"Rs 13,700,000",No,
Hyundai,Santa Fe,Calligraphy,2025,Automatic,Hybrid,SUV / 4x4,"1,600 cc",0 km,"Rs 35,500,000",No,
Toyota,Aqua,,2014,Automatic,Hybrid,,"1,500 cc","128,408 km","Rs 9,695,000",No,
Toyota,Yaris,Cross Premium Lux,2025,Automatic,Petrol,SUV / 4x4,"1,498 cc",0 km,"Rs 22,500,000",No,
Peugeot,3008,Allure i-Cockpit,2020,Automatic,Petrol,SUV / 4x4,"1,500 cc","47,700 km","Rs 21,000,000",Yes,
Tata,Sumo,Jeep,2003,Manual,Diesel,SUV / 4x4,"2,800 cc","100,000 km","Rs 1,750,000",No,
Toyota,Land Cruiser Sahara,Sahara V 8,2013,Automatic,Diesel,SUV / 4x4,"4,500 cc","190,000 km","Rs 62,000,000",No,
Suzuki,Ignis,,2016,Automatic,Hybrid,Hatchback,"1,300 cc","124,000 km","Rs 6,500,000",Yes,
Suzuki,Swift,Suzuki,2017,Automatic,Petrol,Hatchback,"1,000 cc","95,000 km","Rs 8,750,000",Yes,
Hyundai,Grand i10,,2016,Tiptronic,Petrol,Hatchback,"1,000 cc","38,500 km","Rs 6,550,000",Yes,
Toyota,CHR,NGX 50,2016,Automatic,Petrol,SUV / 4x4,1 cc,"70,000 km","Rs 13,399,999",No,
Toyota,Prius,2015,2015,Automatic,Hybrid,,"1,800 cc","160,000 km","Rs 11,250,000",Yes,
Hyundai,Grand i10,Full option,2024,Tiptronic,Petrol,Hatchback,"1,200 cc",0 km,"Rs 9,439,999",No,
Toyota,CHR,S-T GR Sports 2023,2023,Tiptronic,Petrol,SUV / 4x4,"1,200 cc","15,000 km","Rs 14,850,000",No,
Toyota,Yaris,2023,2023,Automatic,Petrol,Hatchback,"1,000 cc","6,000 km","Rs 11,500,000",Yes,
Toyota,Yaris,2023,2023,Automatic,Petrol,Hatchback,"1,000 cc","6,000 km","Rs 11,500,000",Yes,
Toyota,Other Model,Land Cruiser 300  V6,2024,Automatic,Petrol,SUV / 4x4,"3,500 cc",400 km,"Rs 91,000,000",Yes,
Mitsubishi,Eclipse Cross,G Plus,2018,Automatic,Petrol,SUV / 4x4,"1,500 cc","71,000 km","Rs 16,950,000",Yes,
Honda,Jade,Honda,2015,Automatic,Hybrid,Station wagon,"1,500 cc","139,000 km","Rs 11,450,000",Yes,
Mitsubishi,Lancer,1980,1980,Manual,Petrol,Hatchback,"1,400 cc","133,362 km","Rs 600,000",Yes,
Toyota,Land Cruiser Sahara,ZX FULLY LOADED,2024,Tiptronic,Petrol,SUV / 4x4,"3,500 cc",18 km,"Rs 101,500,000",Yes,
Toyota,Land Cruiser Prado,Fully Loaded,2023,Automatic,Petrol,SUV / 4x4,"2,700 cc","18,000 km","Rs 56,500,000",Yes,
Hyundai,Kona,,2020,Tiptronic,Electric,SUV / 4x4,100 cc,"59,000 km","Rs 13,500,000",Yes,
Honda,CRV,Honda,2024,Tiptronic,Petrol,SUV / 4x4,"1,500 cc",50 km,"Rs 32,000,000",Yes,
Nissan,Sunny,,1988,Manual,Petrol,Saloon,"1,490 cc","200,000 km","Rs 2,300,000",Yes,
Toyota,Corolla,DX,1984,Manual,Petrol,Station wagon,"1,300 cc","200,000 km","Rs 1,000,000",Yes,
Mercedes Benz,C200,Premium Plus,2018,Automatic,Petrol,Saloon,"1,500 cc","64,000 km","Rs 31,900,000",Yes,
Suzuki,Swift,2007,2007,Automatic,Petrol,Hatchback,"1,240 cc","115,000 km","Rs 5,700,000",Yes,
Daihatsu,Mira,Mira Safety 2023,2023,Automatic,Petrol,Hatchback,650 cc,"4,562 km","Rs 6,890,000",Yes,
Toyota,Corolla,KE 74,1986,Automatic,Petrol,Station wagon,"1,500 cc","110,000 km","Rs 800,000",No,
Mercedes Benz,E350,Avantgarde,2009,Automatic,Petrol,Saloon,"3,500 cc","126,000 km","Rs 21,000,000",Yes,
Toyota,Allion,2016,2016,Automatic,Petrol,,"1,500 cc","105,000 km","Rs 16,500,000",Yes,
Toyota,Land Cruiser Prado,LC Prado 2011,2011,Automatic,Petrol,SUV / 4x4,"2,700 cc","182,000 km","Rs 31,000,000",Yes,
Ford,Fiesta,Zetec S / ST Line,2016,Tiptronic,Petrol,Hatchback,"1,000 cc","70,000 km","Rs 8,200,000",Yes,
BMW,i8,2017,2017,Automatic,Petrol,Saloon,"1,500 cc","57,000 km","Rs 33,500,000",Yes,
